veil_type	bruises	gill_size	gill_spacing	gill_attachment	stalk_shape	ring_number	stalk_surface_below_ring	cap_surface	stalk_surface_above_ring	veil_color	stalk_root	ring_type	population	cap_shape	habitat	odor	stalk_color_above_ring	spore_print_color	stalk_color_below_ring	cap_color	gill_color	edible
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	n	w	e	p	e
p	f	n	w	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	p	g	u	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	f	p	f	p	h	p	g	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	k	g	e	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	b	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	p	g	u	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	p	n	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	p	e	w	e
p	f	n	w	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	p	p	p
p	f	n	c	f	e	o	s	s	s	w	b	p	s	x	d	c	w	n	w	w	u	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	w	g	n	e
p	f	n	w	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	p	u	p
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	d	f	b	h	b	g	g	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	w	n	g	n	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	p	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	w	e	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	g	f	p	h	b	g	p	p
p	f	n	w	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	g	n	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	p	h	b	g	g	p
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	w	u	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	w	n	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	w	g	p	e
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	w	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	g	k	w	g	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	p	n	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	k	w	g	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	p	k	g	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	e	n	e
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	w	n	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	g	e	p	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	d	f	n	h	p	y	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	n	p	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	n	n	e
p	f	n	w	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	g	p	p
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	p	n	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	p	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	p	k	p	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	g	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	n	h	b	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	x	d	n	w	k	w	n	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	w	g	n	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	g	g	u	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	p	n	p	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	p	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	p	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	k	p	e	n	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	w	u	p
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	w	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	w	e	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	k	w	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	n	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	n	h	b	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	g	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	p	f	p	h	n	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	p	e	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	n	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	w	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	k	w	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	n	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	d	f	p	h	n	g	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	k	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	g	n	g	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	g	n	e
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	w	u	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	k	p	e	p	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	k	p	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	g	k	p	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	n	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	p	h	n	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	p	k	w	g	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	d	f	b	h	n	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	k	w	g	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	n	p	n	p	e
p	f	b	c	f	e	o	k	y	k	w	b	l	v	x	d	f	b	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	p	g	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	f	d	f	n	h	p	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	p	e	w	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	w	n	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	g	k	w	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	g	w	e
p	f	n	w	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	p	n	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	f	d	f	b	h	p	g	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	w	g	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	g	e	w	e
p	f	n	c	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	p	u	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	g	n	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	w	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	w	e	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	x	d	n	p	n	g	g	n	e
p	f	n	w	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	w	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	g	n	e
p	f	b	c	f	e	o	k	y	k	w	b	l	v	x	d	f	b	h	p	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	n	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	k	g	n	p	e
p	f	n	w	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	g	n	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	n	w	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	e	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	d	f	p	h	n	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	g	n	p	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	g	e	n	e
p	f	n	c	f	e	o	s	s	s	w	b	p	s	x	d	c	w	n	w	p	n	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	p	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	w	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	k	w	g	p	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	p	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	g	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	k	w	e	n	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	k	w	n	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	x	d	n	w	n	w	g	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	w	n	p	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	n	p	n	u	e
p	f	n	c	f	e	o	s	f	s	w	b	p	v	x	d	c	w	k	w	p	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	k	p	e	p	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	d	f	n	h	n	y	p	p
p	f	n	w	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	w	n	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	f	d	f	n	h	n	g	p	p
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	g	n	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	k	g	g	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	p	g	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	g	n	w	n	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	b	h	n	y	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	w	g	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	b	h	p	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	w	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	n	g	e	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	f	d	f	n	h	p	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	g	e	p	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	p	f	p	h	n	y	g	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	n	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	n	w	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	k	g	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	w	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	p	n	n	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	n	g	g	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	w	e	p	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	b	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	g	n	u	e
p	f	n	c	f	e	o	s	f	s	w	b	p	v	x	d	c	w	k	w	g	n	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	w	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	g	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	x	d	n	p	k	g	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	p	e	p	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	p	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	x	d	n	g	n	g	g	p	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	k	w	p	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	p	n	p	n	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	n	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	g	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	f	g	f	n	h	n	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	p	g	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	e	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	g	f	p	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	n	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	p	h	b	g	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	k	p	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	g	k	w	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	p	k	w	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	e	u	e
p	f	b	c	f	e	o	k	y	k	w	b	l	v	x	d	f	b	h	n	g	p	p
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	k	w	g	g	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	b	h	n	g	p	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	b	h	b	g	p	p
p	f	b	c	f	e	o	k	f	k	w	b	l	y	f	p	f	b	h	b	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	k	w	g	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	b	h	n	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	p	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	g	n	n	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	d	f	n	h	b	y	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	w	g	n	e
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	p	u	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	w	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	p	n	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	x	d	n	w	k	g	n	n	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	w	e	p	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	g	f	p	h	n	g	h	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	p	h	n	g	h	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	g	g	n	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	p	n	w	n	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	p	h	p	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	n	g	g	w	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	p	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	n	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	p	g	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	p	f	n	h	n	g	g	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	x	d	n	g	k	g	e	w	e
p	f	n	w	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	g	u	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	b	h	p	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	p	n	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	n	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	k	g	e	p	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	n	w	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	n	p	g	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	p	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	p	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	g	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	w	n	n	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	g	f	p	h	n	y	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	k	p	g	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	w	n	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	g	f	n	h	b	g	g	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	p	h	b	g	p	p
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	p	f	b	h	n	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	n	p	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	p	n	p	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	d	f	n	h	n	g	p	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	p	h	b	g	p	p
p	f	b	c	f	e	o	k	y	k	w	b	l	v	f	p	f	b	h	b	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	w	n	w	e
p	f	n	w	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	g	n	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	p	e	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	f	d	f	n	h	b	y	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	p	n	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	w	k	p	e	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	y	x	p	f	b	h	b	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	w	k	w	n	p	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	w	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	g	p	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	n	p	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	n	p	g	p	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	p	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	e	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	g	e	p	e
p	f	n	c	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	p	g	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	k	w	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	k	p	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	w	g	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	g	n	p	g	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	b	h	b	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	n	g	n	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	g	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	p	n	u	e
p	f	n	c	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	p	n	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	p	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	k	p	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	p	e	n	e
p	f	n	c	f	e	o	s	s	s	w	b	p	s	x	d	c	w	k	w	w	u	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	n	h	n	g	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	p	n	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	p	h	p	g	g	p
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	w	n	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	w	g	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	n	p	g	w	e
p	f	n	w	f	e	o	s	f	s	w	b	p	v	x	d	c	w	n	w	w	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	w	n	w	e	u	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	p	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	n	w	n	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	n	p	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	k	w	p	u	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	g	g	n	e
p	f	n	c	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	p	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	w	n	p	n	n	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	g	f	b	h	b	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	w	e	w	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	p	p	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	p	f	p	h	n	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	w	n	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	g	k	w	e	w	e
p	f	n	c	f	e	o	s	f	s	w	b	p	s	x	d	c	w	n	w	g	u	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	g	f	n	h	n	g	p	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	n	w	g	n	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	n	h	b	g	p	p
p	t	b	c	f	t	o	s	f	s	w	b	p	v	f	d	n	p	k	p	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	p	n	u	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	f	d	f	b	h	n	y	h	p
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	w	k	w	e	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	w	e	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	n	g	n	w	e
p	t	b	c	f	t	o	s	f	s	w	b	p	v	x	d	n	g	k	p	n	w	e
p	f	b	c	f	e	o	k	y	k	w	b	l	v	f	d	f	p	h	b	g	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	w	g	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	k	w	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	p	n	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	x	d	n	p	n	w	g	p	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	x	d	n	g	k	w	n	w	e
p	f	b	c	f	e	o	k	f	k	w	b	l	v	x	d	f	b	h	b	g	p	p
p	f	n	w	f	e	o	s	s	s	w	b	p	v	x	d	c	w	n	w	w	g	p
p	f	b	c	f	e	o	k	f	k	w	b	l	v	f	p	f	n	h	b	y	g	p
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	p	n	g	n	u	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	p	k	g	e	p	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	n	g	e	u	e
p	t	b	c	f	t	o	s	f	s	w	b	p	y	f	d	n	p	n	p	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	g	n	p	e	w	e
p	t	b	c	f	t	o	s	y	s	w	b	p	y	f	d	n	g	k	g	n	n	e
p	t	b	c	f	t	o	s	y	s	w	b	p	v	f	d	n	w	k	g	e	n	e
p	f	b	c	f	e	o	k	y	k	w	b	l	y	x	g	f	n	h	n	g	h	p
